agri_risk_score,claims_history_index,yield_stability,weather_volatility,market_stability,soil_quality,insurance_risk_score
6.1,0.0,0.98,0.34,0.48,0.95,8.0
4.8,0.2,0.97,0.13,0.58,1.0,15.4
36.6,0.38,0.55,0.46,0.77,0.82,35.4
15.0,0.28,1.0,0.33,0.2,0.65,30.2
56.2,0.72,0.73,0.58,0.81,0.77,48.2
20.3,0.14,0.84,0.25,0.57,0.92,19.4
37.8,0.36,0.41,0.34,0.6,0.85,38.1
34.0,0.37,0.71,0.42,0.57,0.99,36.3
12.8,0.14,0.68,0.29,0.51,1.0,19.1
48.9,0.39,0.3,0.42,0.81,0.72,47.8
22.5,0.24,0.92,0.26,0.65,0.81,14.3
33.5,0.31,0.54,0.49,0.85,0.81,43.1
27.1,0.24,0.66,0.43,0.76,0.9,33.0
55.5,0.4,0.58,0.44,0.82,0.59,49.0
61.1,0.59,0.46,0.71,0.71,0.65,57.5
10.9,0.32,1.0,0.26,0.56,0.95,15.7
16.6,0.21,1.0,0.27,0.69,0.75,23.3
12.7,0.09,0.79,0.15,0.64,0.79,18.8
6.6,0.12,0.99,0.27,0.88,0.98,8.3
16.1,0.3,1.0,0.39,0.52,0.88,23.0
8.6,0.01,0.78,0.08,0.65,1.0,9.7
39.0,0.56,0.59,0.43,0.93,0.89,34.0
2.9,0.0,1.0,0.28,0.95,0.96,8.9
14.0,0.1,0.67,0.38,0.85,0.79,17.5
29.0,0.24,0.74,0.22,0.7,0.82,28.2
33.6,0.46,0.62,0.47,0.66,0.86,38.5
26.2,0.15,0.6,0.27,0.64,0.81,17.3
17.8,0.28,1.0,0.29,0.8,0.97,25.0
26.1,0.24,0.88,0.42,0.89,0.81,35.3
23.1,0.25,0.85,0.33,0.8,0.89,19.3
43.4,0.55,0.67,0.34,0.78,0.88,39.3
19.8,0.25,0.74,0.32,0.62,0.83,32.2
27.4,0.4,0.73,0.23,0.81,0.88,30.1
28.8,0.39,0.59,0.31,0.49,0.92,24.5
10.9,0.37,1.0,0.24,0.71,0.97,17.1
26.7,0.38,0.6,0.48,0.28,0.97,35.0
41.5,0.43,0.51,0.51,0.91,0.74,35.7
20.8,0.21,0.64,0.24,0.52,0.88,24.1
21.1,0.38,0.82,0.41,0.85,0.8,29.9
4.6,0.08,0.92,0.1,0.55,0.91,6.1
15.9,0.21,0.9,0.23,0.75,0.82,23.6
49.3,0.62,0.41,0.54,0.62,0.67,56.6
13.2,0.1,0.75,0.22,0.42,0.94,17.4
27.8,0.19,0.79,0.41,0.64,0.68,23.9
19.8,0.26,0.78,0.33,0.68,0.83,30.9
10.6,0.06,1.0,0.27,0.83,0.98,1.5
3.8,0.2,1.0,0.15,0.94,1.0,13.4
31.1,0.07,0.71,0.23,0.46,0.83,30.1
22.9,0.18,0.97,0.42,0.57,0.92,29.9
18.0,0.22,0.97,0.15,0.59,0.96,5.5
22.0,0.16,0.81,0.29,0.43,0.94,24.8
1.3,0.17,1.0,0.1,0.81,0.99,2.9
28.4,0.32,0.89,0.29,0.88,0.76,26.2
14.8,0.09,0.68,0.17,0.7,0.94,18.2
55.9,0.6,0.39,0.47,0.59,0.93,61.5
28.4,0.15,0.45,0.49,0.76,0.95,24.2
17.5,0.24,0.6,0.41,0.44,0.98,24.2
13.1,0.28,1.0,0.26,0.45,1.0,14.4
41.9,0.42,0.78,0.45,0.76,0.79,40.1
69.2,0.7,0.06,0.5,0.57,0.62,73.6
50.7,0.41,0.49,0.6,0.77,0.64,46.9
22.8,0.17,0.72,0.21,0.49,0.83,22.5
23.3,0.35,1.0,0.21,0.72,0.84,30.0
30.2,0.3,0.35,0.34,0.9,0.99,34.5
14.7,0.38,0.76,0.21,0.65,0.68,12.1
34.3,0.41,0.56,0.27,0.72,0.79,38.5
6.4,0.0,0.83,0.09,0.88,0.86,5.6
66.9,0.91,0.37,0.77,0.7,0.58,61.9
22.4,0.09,0.91,0.38,0.78,0.9,27.2
36.9,0.34,0.55,0.44,0.58,0.7,33.6
12.4,0.15,0.86,0.18,0.96,0.85,8.2
48.2,0.53,0.37,0.47,0.68,0.68,41.3
14.8,0.1,0.72,0.29,0.62,0.98,13.5
7.0,0.08,0.99,0.28,0.64,0.76,9.7
38.7,0.53,0.7,0.55,0.55,0.8,43.6
75.1,0.9,0.0,0.56,0.59,0.63,68.4
30.1,0.5,0.59,0.27,0.7,0.96,32.0
5.3,0.0,0.9,0.21,0.67,1.0,6.9
24.3,0.28,0.7,0.45,0.48,0.95,31.0
36.8,0.43,0.59,0.39,0.52,0.88,43.0
17.7,0.01,0.45,0.31,0.62,0.82,19.6
49.8,0.48,0.66,0.44,0.53,0.62,46.3
66.9,0.74,0.32,0.71,0.57,0.7,62.4
27.3,0.27,1.0,0.37,0.59,0.86,31.9
20.3,0.15,0.89,0.26,0.56,0.93,14.5
25.2,0.3,0.81,0.34,0.79,0.99,35.7
34.3,0.48,0.53,0.45,0.8,0.83,31.9
19.6,0.23,0.72,0.2,0.97,0.83,27.6
30.4,0.1,0.82,0.32,0.59,0.87,22.3
1.0,0.14,0.95,0.08,0.76,0.97,4.8
17.4,0.06,0.72,0.41,0.84,1.0,13.9
30.0,0.19,0.98,0.22,0.86,1.0,16.9
15.8,0.19,0.9,0.13,0.68,0.92,11.5
25.5,0.29,0.86,0.29,0.43,0.85,30.1
31.0,0.25,0.64,0.38,0.61,0.92,25.4
10.3,0.19,1.0,0.17,0.66,1.0,2.9
15.9,0.17,0.76,0.37,0.65,0.95,16.0
60.9,0.46,0.57,0.48,0.56,0.62,52.9
14.9,0.06,0.78,0.21,0.88,0.89,19.5
12.3,0.1,1.0,0.23,0.89,0.92,21.8
46.8,0.48,0.73,0.39,0.82,0.74,42.5
36.9,0.32,0.57,0.35,0.71,0.66,42.9
42.8,0.25,0.91,0.58,0.57,0.89,42.7
43.2,0.37,0.59,0.46,0.83,0.93,30.6
40.9,0.48,0.85,0.55,0.53,0.83,45.5
56.7,0.58,0.27,0.48,0.9,0.8,51.3
37.0,0.47,0.74,0.44,0.61,0.84,47.5
44.9,0.53,0.61,0.54,0.77,0.71,41.1
46.4,0.3,0.48,0.45,0.84,0.77,45.0
4.1,0.0,1.0,0.22,0.84,0.86,15.4
27.7,0.35,0.92,0.45,0.66,0.96,30.2
22.8,0.28,0.85,0.2,0.76,1.0,28.2
9.0,0.15,0.97,0.17,0.84,0.84,7.0
37.7,0.48,0.66,0.51,0.8,0.86,40.0
25.2,0.39,0.83,0.25,0.73,1.0,33.8
26.3,0.09,0.86,0.35,0.67,0.87,28.7
27.9,0.24,0.83,0.33,0.76,1.0,24.5
30.8,0.38,0.78,0.41,0.8,1.0,21.0
26.3,0.35,0.67,0.38,0.92,0.82,20.4
16.1,0.34,0.99,0.29,0.7,0.73,15.0
9.0,0.24,1.0,0.35,0.76,1.0,15.6
36.1,0.48,0.7,0.31,0.79,0.86,32.8
18.4,0.14,0.78,0.38,0.93,0.85,16.8
8.9,0.18,1.0,0.21,0.92,1.0,10.2
2.3,0.23,0.67,0.21,0.73,1.0,10.9
24.5,0.4,0.75,0.25,0.51,1.0,28.4
50.2,0.55,0.44,0.38,0.67,0.77,39.0
22.2,0.37,0.71,0.39,0.68,0.87,31.7
37.3,0.4,0.59,0.34,0.63,0.87,50.2
6.7,0.1,0.78,0.16,0.35,1.0,19.4
17.7,0.16,0.77,0.14,0.86,0.97,28.4
24.2,0.11,0.58,0.36,0.94,0.94,30.2
19.4,0.3,0.87,0.34,0.77,0.82,18.8
25.2,0.25,0.89,0.45,0.37,0.98,25.7
39.6,0.42,0.76,0.54,0.88,0.76,32.8
28.1,0.34,0.8,0.41,0.54,0.96,41.8
10.5,0.05,0.81,0.17,0.84,0.84,17.5
13.3,0.23,0.7,0.21,0.69,1.0,19.7
13.3,0.13,0.77,0.21,0.83,0.94,12.9
45.8,0.45,0.49,0.36,0.66,0.75,30.2
30.5,0.0,0.6,0.5,0.8,0.86,27.3
20.0,0.22,1.0,0.39,0.87,0.81,21.8
13.4,0.05,0.97,0.14,0.96,0.85,7.1
26.4,0.24,0.82,0.47,0.78,0.72,24.1
19.6,0.13,0.85,0.39,0.69,0.93,23.7
23.9,0.18,0.69,0.44,0.54,1.0,25.4
34.7,0.33,0.67,0.33,0.96,0.85,27.5
40.5,0.46,0.7,0.38,0.51,0.84,40.2
32.6,0.48,0.82,0.37,0.67,0.74,37.1
42.5,0.45,0.62,0.36,0.67,0.8,41.4
7.0,0.03,1.0,0.19,0.77,0.95,8.8
30.9,0.28,0.62,0.22,0.55,0.9,33.7
44.2,0.54,0.32,0.57,0.66,0.64,43.3
20.9,0.26,0.99,0.2,0.38,0.86,23.8
4.1,0.0,0.87,0.18,0.58,1.0,18.5
20.1,0.14,0.71,0.42,0.87,0.77,12.6
39.3,0.4,0.48,0.52,0.94,0.88,39.1
46.5,0.45,0.58,0.56,0.49,0.81,43.9
15.5,0.1,0.76,0.29,0.62,0.64,19.9
18.1,0.16,1.0,0.26,0.75,0.79,22.1
40.0,0.43,0.82,0.41,0.8,0.81,35.0
16.8,0.21,0.89,0.14,0.7,1.0,21.0
33.8,0.34,0.56,0.26,0.62,0.89,29.6
15.9,0.25,1.0,0.36,0.77,0.61,19.1
12.9,0.18,1.0,0.21,0.85,0.85,13.2
15.4,0.05,0.75,0.12,0.58,0.96,19.5
9.4,0.06,0.97,0.26,0.94,0.81,1.2
36.3,0.35,0.68,0.46,0.96,0.89,31.5
3.0,0.02,1.0,0.09,0.77,0.99,7.7
15.5,0.08,0.87,0.23,0.64,1.0,23.5
31.7,0.26,0.69,0.39,0.68,0.75,26.8
37.9,0.47,1.0,0.44,0.41,0.88,31.3
43.8,0.34,0.65,0.46,0.86,0.84,35.7
12.4,0.1,0.78,0.2,0.7,1.0,15.4
47.4,0.6,0.47,0.35,0.41,0.87,48.3
38.8,0.38,0.9,0.28,0.94,0.82,27.1
40.1,0.64,0.56,0.42,0.84,0.65,35.0
68.5,0.85,0.18,0.54,0.68,0.58,64.7
28.2,0.07,0.74,0.48,0.54,0.92,31.1
33.0,0.22,0.65,0.42,0.91,0.84,32.2
36.1,0.37,0.86,0.43,0.68,0.93,25.2
16.5,0.13,1.0,0.24,0.56,0.81,11.0
67.7,0.75,0.29,0.57,0.84,0.63,60.6
22.0,0.29,0.92,0.21,0.85,1.0,21.6
34.4,0.19,0.65,0.26,0.66,0.86,33.6
15.3,0.27,0.74,0.3,0.72,0.92,25.8
4.4,0.24,1.0,0.26,0.57,0.78,9.0
37.8,0.24,0.93,0.52,0.78,0.76,39.9
33.1,0.29,0.74,0.45,0.76,0.76,31.9
7.3,0.04,0.85,0.32,0.83,1.0,11.5
22.4,0.35,0.64,0.45,0.84,1.0,37.3
7.8,0.23,1.0,0.34,0.75,0.95,24.6
16.8,0.12,1.0,0.3,0.42,0.93,16.0
25.8,0.21,0.78,0.25,0.79,0.9,20.2
9.1,0.19,1.0,0.1,0.84,0.98,23.1
11.1,0.09,0.87,0.38,0.88,0.96,16.0
36.0,0.38,0.57,0.34,0.97,0.89,30.3
23.9,0.34,0.82,0.18,0.94,0.87,19.0
55.7,0.63,0.16,0.51,0.55,0.57,62.9
41.8,0.45,0.53,0.52,0.61,0.71,41.8
19.2,0.06,0.95,0.4,0.89,0.92,7.3
72.9,0.79,0.0,0.65,0.83,0.81,73.5
55.2,0.65,0.27,0.47,0.69,0.86,50.0
29.3,0.37,0.71,0.44,0.6,0.68,32.5
13.0,0.0,0.71,0.24,0.69,0.9,10.3
39.5,0.48,0.55,0.3,0.87,0.72,28.8
40.2,0.33,0.31,0.55,0.47,0.84,42.3
21.0,0.0,0.91,0.34,0.86,0.91,17.8
29.1,0.28,0.89,0.21,0.73,0.83,27.4
23.8,0.12,0.55,0.17,0.84,0.91,19.3
48.5,0.48,0.57,0.37,0.45,0.79,49.7
43.4,0.31,0.56,0.55,0.83,0.75,48.4
25.7,0.24,0.83,0.32,0.47,0.93,26.0
40.9,0.25,0.83,0.39,0.77,0.93,28.0
20.2,0.13,0.65,0.22,0.78,1.0,23.2
15.9,0.19,1.0,0.26,0.75,0.87,12.8
24.6,0.42,1.0,0.2,0.77,1.0,35.1
57.2,0.54,0.19,0.59,0.67,0.86,60.7
10.5,0.1,1.0,0.19,0.81,0.88,15.8
30.5,0.38,0.59,0.47,0.86,0.96,30.2
19.2,0.23,0.92,0.36,0.67,0.9,22.1
38.9,0.44,0.51,0.28,0.51,0.97,35.3
2.9,0.1,0.91,0.07,0.6,0.99,12.5
14.8,0.11,0.78,0.25,0.71,1.0,13.3
27.1,0.19,0.6,0.39,0.81,0.91,35.3
3.9,0.07,1.0,0.24,0.41,0.95,9.0
68.5,0.45,0.41,0.72,0.86,0.58,48.3
50.0,0.3,0.6,0.37,0.54,0.67,47.8
16.7,0.32,0.8,0.12,0.86,0.89,23.7
12.3,0.24,0.86,0.27,0.61,0.91,19.9
5.7,0.0,1.0,0.26,0.93,1.0,6.0
23.8,0.12,0.66,0.4,0.62,0.87,27.6
36.7,0.42,0.58,0.3,0.91,0.97,36.7
16.4,0.23,0.99,0.41,0.89,0.95,24.0
5.2,0.0,1.0,0.1,0.51,1.0,6.9
27.3,0.26,0.92,0.27,0.93,0.86,33.5
15.6,0.0,0.48,0.16,0.88,1.0,12.0
22.9,0.18,1.0,0.17,0.85,0.82,12.2
22.2,0.2,0.94,0.4,0.94,0.66,24.1
22.6,0.24,0.94,0.16,0.96,0.82,13.8
48.6,0.71,0.29,0.48,0.74,0.76,56.2
49.5,0.38,0.44,0.37,0.8,0.72,49.4
54.5,0.69,0.41,0.39,0.84,0.67,55.5
26.1,0.2,0.78,0.46,0.79,0.8,29.3
6.0,0.0,1.0,0.29,0.7,0.96,3.4
30.8,0.41,0.74,0.33,0.87,1.0,34.0
47.8,0.41,0.72,0.47,0.52,0.7,37.9
36.0,0.27,0.87,0.51,0.84,0.88,29.9
31.0,0.37,0.81,0.46,0.55,0.93,25.6
47.0,0.52,0.58,0.54,0.91,0.83,39.3
44.6,0.39,0.76,0.47,0.81,0.82,39.7
45.7,0.64,0.33,0.5,0.78,0.78,49.3
27.4,0.22,0.84,0.31,0.79,0.89,25.9
45.1,0.29,0.8,0.47,0.44,0.71,30.4
12.7,0.01,0.91,0.25,0.67,0.8,17.1
42.4,0.3,0.68,0.56,0.91,0.82,45.7
26.2,0.22,0.91,0.25,0.87,1.0,16.4
21.5,0.36,0.75,0.22,0.94,0.85,21.5
18.0,0.0,1.0,0.19,0.95,0.88,4.0
8.5,0.26,0.75,0.23,0.81,1.0,18.6
15.3,0.08,0.58,0.32,0.66,0.96,30.5
39.9,0.34,0.72,0.35,0.54,0.65,35.7
49.9,0.42,0.42,0.55,0.83,0.98,47.1
17.2,0.12,0.87,0.31,0.56,0.92,21.2
8.9,0.06,0.97,0.16,0.53,0.92,15.3
35.0,0.33,0.73,0.31,0.7,0.64,28.2
26.7,0.29,0.55,0.45,0.86,0.88,27.7
8.0,0.0,0.82,0.23,0.55,1.0,7.9
20.1,0.18,0.98,0.35,0.83,1.0,15.1
51.2,0.56,0.42,0.64,0.72,0.74,51.1
16.0,0.15,0.84,0.17,0.97,0.97,18.6
38.2,0.35,0.54,0.37,0.89,0.83,32.0
17.4,0.12,0.91,0.25,0.74,0.91,18.1
37.6,0.48,0.57,0.33,0.74,0.54,42.1
48.7,0.53,0.76,0.59,0.8,0.77,44.6
30.6,0.28,0.58,0.24,0.65,0.88,35.5
6.9,0.12,0.72,0.12,0.63,0.88,14.5
42.3,0.51,0.4,0.35,0.69,0.82,35.2
30.4,0.17,0.88,0.5,0.66,0.85,33.1
56.5,0.61,0.26,0.58,0.85,0.6,50.1
10.3,0.02,0.7,0.29,0.78,0.93,19.7
23.9,0.37,0.88,0.2,0.67,0.97,29.9
70.6,0.61,0.57,0.55,0.55,0.58,55.9
15.2,0.15,1.0,0.35,0.64,0.79,27.8
9.1,0.12,0.9,0.23,0.85,0.87,21.8
33.4,0.15,0.21,0.25,0.93,0.78,21.5
34.3,0.13,0.63,0.41,0.83,0.86,26.2
16.8,0.13,1.0,0.26,0.73,0.99,15.2
44.6,0.61,0.4,0.36,0.76,0.85,43.9
28.6,0.27,0.64,0.38,0.8,0.75,36.2
32.8,0.38,0.73,0.28,0.85,0.89,23.4
35.5,0.04,0.83,0.49,0.75,0.77,26.9
35.3,0.44,0.51,0.43,0.63,0.82,47.0
45.8,0.51,0.71,0.58,0.8,0.85,42.2
40.3,0.47,0.71,0.41,0.33,0.68,47.4
6.4,0.07,0.91,0.2,0.9,0.86,2.2
19.1,0.06,0.93,0.36,0.57,0.86,28.8
36.0,0.28,0.8,0.42,0.63,0.85,40.3
20.2,0.11,1.0,0.31,0.81,0.86,17.7
22.1,0.28,1.0,0.32,0.64,0.81,21.9
42.4,0.4,0.41,0.44,0.93,0.92,40.5
21.1,0.29,0.87,0.39,0.94,0.8,21.5
24.5,0.31,0.76,0.32,0.78,0.84,30.3
26.0,0.43,0.8,0.45,0.86,0.87,27.7
34.5,0.36,0.67,0.48,0.43,1.0,31.4
65.3,0.63,0.38,0.66,0.91,0.62,61.5
29.1,0.3,0.72,0.47,0.49,0.94,28.5
23.4,0.0,0.68,0.32,0.39,0.86,24.7
14.0,0.1,0.91,0.34,0.77,0.72,24.6
34.1,0.4,0.81,0.31,0.76,0.9,25.2
17.1,0.14,0.81,0.14,0.82,0.96,9.3
19.1,0.17,0.74,0.34,0.64,0.97,21.8
47.5,0.44,0.57,0.42,0.92,0.72,40.8
22.8,0.39,0.84,0.35,0.78,0.83,30.1
73.4,0.76,0.17,0.54,0.77,0.71,73.5
55.2,0.54,0.4,0.67,0.91,0.64,44.5
17.7,0.42,0.66,0.28,0.41,0.91,29.5
47.9,0.35,0.58,0.34,0.81,0.72,30.6
21.8,0.15,0.74,0.3,0.92,0.8,23.3
10.1,0.0,1.0,0.31,0.59,0.98,9.9
23.9,0.16,0.85,0.43,0.84,0.95,24.7
47.7,0.6,0.64,0.47,0.7,0.81,48.2
17.1,0.07,0.86,0.16,0.57,0.93,19.1
22.2,0.22,0.92,0.43,0.63,0.75,25.1
26.9,0.31,0.5,0.48,0.98,0.85,21.1
37.7,0.44,0.63,0.28,0.27,0.64,34.7
9.3,0.03,0.87,0.09,0.9,0.78,11.3
45.9,0.51,0.72,0.49,0.84,0.7,47.0
16.1,0.11,0.66,0.27,0.71,1.0,10.7
52.6,0.53,0.52,0.54,0.44,0.49,42.3
38.4,0.27,0.82,0.36,0.65,0.88,41.0
51.9,0.39,0.48,0.38,0.41,0.65,48.2
18.0,0.21,0.82,0.3,0.5,0.9,15.6
21.5,0.45,0.84,0.2,0.71,1.0,19.0
34.9,0.31,0.63,0.35,0.85,0.92,28.3
44.8,0.44,0.62,0.49,0.75,0.76,36.4
25.6,0.32,0.92,0.24,0.81,0.8,20.0
50.8,0.61,0.55,0.52,0.56,0.83,52.0
13.0,0.24,0.88,0.31,0.44,0.85,21.7
22.7,0.28,0.9,0.18,0.67,0.89,23.1
32.9,0.31,0.91,0.42,0.87,0.91,30.7
21.5,0.28,0.7,0.3,0.88,0.98,20.0
5.0,0.09,1.0,0.06,0.69,0.77,16.2
16.6,0.16,0.76,0.33,0.92,0.95,20.9
18.2,0.27,0.88,0.22,0.67,0.87,23.3
27.3,0.32,0.79,0.25,0.83,0.82,22.8
24.1,0.17,0.83,0.25,0.78,0.88,24.1
26.4,0.16,0.5,0.35,0.78,1.0,28.4
15.6,0.0,0.67,0.28,0.87,0.92,17.9
36.0,0.27,0.59,0.3,0.63,0.79,37.0
11.8,0.12,0.79,0.36,0.86,0.84,19.3
39.2,0.49,0.7,0.37,0.77,0.79,38.9
60.9,0.6,0.58,0.51,0.58,0.52,60.6
47.9,0.51,0.22,0.39,0.7,0.86,41.0
12.7,0.19,0.71,0.13,0.82,0.93,22.4
27.4,0.15,0.65,0.49,0.75,0.83,28.5
43.8,0.39,0.4,0.51,0.43,0.84,40.4
26.3,0.15,0.69,0.42,0.42,0.81,36.8
55.3,0.52,0.33,0.51,0.64,0.76,52.2
25.5,0.28,0.83,0.3,0.95,0.73,25.9
40.3,0.41,1.0,0.58,0.74,0.66,35.6
21.0,0.13,0.67,0.21,0.97,0.62,23.0
34.9,0.4,0.85,0.34,0.83,0.89,35.3
21.1,0.24,1.0,0.21,0.76,1.0,15.9
20.1,0.24,0.71,0.23,0.77,0.93,17.0
46.5,0.48,0.87,0.52,0.93,0.89,41.6
2.9,0.0,0.85,0.11,0.94,1.0,0.0
5.9,0.0,1.0,0.3,0.41,1.0,15.9
8.6,0.13,0.8,0.07,0.57,0.94,14.2
55.2,0.59,0.18,0.49,0.43,0.84,56.4
13.4,0.14,1.0,0.35,0.52,0.86,12.5
78.5,0.99,0.3,0.74,0.72,0.66,74.1
6.7,0.02,0.93,0.28,0.84,1.0,8.0
4.9,0.08,0.71,0.13,0.52,0.92,4.1
17.5,0.19,1.0,0.23,0.76,0.95,13.3
25.1,0.25,0.92,0.44,0.38,0.89,26.9
36.2,0.26,0.37,0.48,0.81,0.72,36.1
16.9,0.14,0.87,0.23,0.48,1.0,18.6
55.7,0.65,0.53,0.45,0.86,0.68,44.7
45.3,0.51,0.38,0.35,0.73,0.84,33.8
20.7,0.29,0.95,0.4,0.73,0.78,21.3
42.0,0.36,0.96,0.5,0.74,0.72,43.1
21.8,0.31,0.95,0.33,0.68,0.84,31.5
16.8,0.06,1.0,0.35,0.39,0.85,23.3
40.6,0.39,0.73,0.56,0.64,0.71,38.5
19.7,0.1,0.64,0.37,0.8,0.8,27.1
36.7,0.54,0.76,0.38,0.29,0.82,35.0
25.0,0.27,0.56,0.23,0.87,0.84,27.1
45.8,0.55,0.47,0.53,0.71,0.79,45.1
32.9,0.37,0.63,0.3,0.97,0.87,27.8
39.3,0.45,0.55,0.51,0.91,0.66,40.2
24.4,0.14,0.64,0.27,0.63,0.91,24.7
50.6,0.5,0.46,0.4,0.44,0.8,41.7
16.0,0.05,0.82,0.19,0.74,0.85,22.9
40.5,0.36,0.79,0.36,0.92,0.88,32.5
7.2,0.07,0.99,0.16,0.9,0.91,16.9
35.5,0.26,0.79,0.33,0.83,0.91,25.9
35.9,0.23,0.61,0.32,0.58,0.49,42.2
59.9,0.48,0.55,0.54,0.56,0.82,52.5
39.5,0.46,0.32,0.54,0.36,0.94,52.4
11.7,0.08,0.69,0.1,0.57,0.94,12.3
27.8,0.15,0.87,0.28,0.57,0.98,19.1
17.7,0.17,0.73,0.29,0.98,0.88,27.9
15.1,0.22,0.86,0.37,0.66,0.89,7.1
24.9,0.23,0.4,0.26,0.62,1.0,23.5
1.6,0.0,0.93,0.12,0.79,0.95,12.0
60.2,0.58,0.21,0.66,0.86,0.82,60.8
32.8,0.24,0.57,0.34,0.6,0.74,38.4
12.0,0.14,0.9,0.34,0.54,0.96,18.3
17.7,0.14,0.84,0.26,0.81,0.73,19.3
25.8,0.27,0.71,0.35,0.8,0.88,28.5
14.8,0.0,0.99,0.27,0.52,1.0,12.5
16.6,0.17,0.77,0.15,0.84,0.91,14.3
28.0,0.25,0.68,0.3,0.62,0.95,27.9
51.7,0.42,0.3,0.43,0.87,0.68,45.6
47.0,0.47,0.71,0.53,0.87,0.8,41.8
40.3,0.37,0.47,0.56,0.73,0.83,51.3
11.6,0.1,0.67,0.15,0.7,0.89,13.1
17.9,0.07,0.64,0.15,0.89,0.93,26.1
37.1,0.38,0.66,0.41,0.72,0.9,33.5
15.9,0.0,0.83,0.23,0.87,0.9,16.5
32.5,0.3,0.64,0.24,0.78,0.75,29.1
4.1,0.03,1.0,0.3,0.8,0.89,5.0
34.4,0.5,0.51,0.52,0.87,0.85,42.0
61.4,0.58,0.46,0.69,0.56,0.7,56.9
50.8,0.66,0.51,0.44,0.64,0.87,47.7
50.1,0.61,0.56,0.39,0.85,0.82,35.5
39.7,0.38,0.62,0.46,0.52,0.84,37.3
31.4,0.31,0.57,0.3,0.8,0.72,32.1
60.0,0.48,0.07,0.48,0.89,0.69,55.6
16.8,0.1,0.95,0.31,0.68,0.79,12.7
39.2,0.41,0.61,0.5,0.9,0.96,34.9
44.5,0.4,0.57,0.47,0.88,0.73,37.0
16.6,0.25,0.83,0.21,0.58,0.85,14.4
26.0,0.32,0.52,0.34,0.76,0.85,27.7
26.0,0.28,0.77,0.36,0.55,0.91,22.9
47.8,0.54,0.53,0.35,0.73,0.52,41.1
25.2,0.29,0.74,0.31,0.57,0.8,24.8
19.9,0.2,1.0,0.32,0.95,1.0,21.0
47.7,0.4,0.54,0.37,0.61,0.8,38.7
61.5,0.8,0.37,0.56,0.96,0.72,61.0
56.7,0.63,0.41,0.5,0.79,0.77,47.5
7.6,0.11,0.76,0.31,0.65,0.83,20.1
43.7,0.36,0.58,0.45,0.84,1.0,32.0
7.8,0.32,0.96,0.18,0.85,1.0,10.3
49.4,0.42,0.41,0.42,0.67,0.71,44.6
55.5,0.56,0.56,0.68,0.68,0.8,54.0
28.2,0.29,0.79,0.49,0.65,0.97,34.7
10.8,0.0,0.88,0.19,0.79,0.85,7.6
44.1,0.48,0.68,0.59,0.86,1.0,44.3
7.2,0.11,0.87,0.24,0.61,0.98,4.7
8.9,0.0,1.0,0.3,0.91,0.9,18.2
51.3,0.59,0.41,0.39,0.58,0.87,42.5
10.5,0.01,1.0,0.08,0.82,0.87,6.8
65.0,0.62,0.26,0.61,0.92,0.5,54.1
50.7,0.43,0.47,0.38,0.7,0.61,46.3
20.0,0.26,0.67,0.41,0.75,0.72,22.6
7.4,0.12,1.0,0.3,0.56,0.9,5.9
11.6,0.0,0.71,0.3,0.51,1.0,11.5
48.3,0.42,0.5,0.35,0.78,0.79,40.1
74.6,0.69,0.05,0.66,0.79,0.6,59.3
18.6,0.25,0.89,0.15,0.86,0.83,21.2
56.0,0.49,0.53,0.67,0.85,0.7,59.6
35.1,0.34,0.67,0.43,0.6,0.79,45.3
30.2,0.28,0.62,0.26,0.79,0.85,22.7
35.7,0.32,0.75,0.42,0.7,0.65,24.7
34.5,0.52,0.51,0.28,0.66,1.0,31.7
12.0,0.05,0.77,0.13,0.91,0.81,13.4
37.7,0.35,0.73,0.29,0.9,0.71,28.1
42.5,0.46,0.66,0.56,0.95,0.79,43.0
13.8,0.1,0.94,0.26,0.88,1.0,7.5
54.5,0.49,0.8,0.48,0.59,0.83,48.0
27.3,0.31,0.75,0.19,0.91,0.75,22.3
5.3,0.13,0.89,0.18,0.9,0.81,1.7
11.7,0.25,0.86,0.24,0.85,1.0,17.1
10.7,0.09,0.58,0.18,0.8,0.89,22.0
19.2,0.12,0.87,0.28,0.82,0.93,13.0
46.5,0.39,0.75,0.36,0.59,0.79,38.3
40.5,0.55,0.54,0.56,0.52,0.69,41.6
6.5,0.1,1.0,0.12,0.81,0.96,12.2
10.0,0.02,0.75,0.35,0.6,1.0,19.6
72.7,0.66,0.16,0.66,0.88,0.65,62.1
3.7,0.0,0.85,0.28,0.75,0.87,7.9
31.7,0.31,0.46,0.39,0.74,0.85,36.8
3.6,0.08,1.0,0.28,0.7,1.0,9.1
10.8,0.26,0.97,0.08,0.65,0.96,19.4
58.6,0.69,0.51,0.47,0.71,0.72,53.1
29.0,0.29,0.6,0.31,0.89,0.87,31.3
4.4,0.0,1.0,0.12,0.5,0.83,11.2
14.3,0.19,0.78,0.38,0.9,0.86,17.8
9.3,0.0,0.84,0.18,0.86,0.94,0.0
48.9,0.41,0.67,0.63,0.73,0.72,45.3
18.9,0.25,0.68,0.33,0.77,0.86,15.8
27.5,0.36,0.58,0.44,0.59,0.8,40.9
28.3,0.41,0.55,0.32,0.85,0.89,26.4
52.5,0.51,0.45,0.42,0.71,0.77,47.5
44.0,0.57,0.87,0.32,0.8,0.93,29.5
57.0,0.53,0.39,0.6,0.87,0.7,39.2
